,pdb_name,processed_path,num_chains,quaternary_category,seq_len,modeled_seq_len
408,1hu3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hu3.a.pkl,1,homomer,204,204
409,1ci0.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ci0.b.pkl,1,homomer,204,204
410,1fd9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fd9.a.pkl,1,homomer,204,204
411,1eo9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eo9.a.pkl,1,homomer,202,202
412,1g0s.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g0s.a.pkl,1,homomer,201,201
413,1e9f.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e9f.a.pkl,1,homomer,201,201
414,1av1.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1av1.a.pkl,1,homomer,201,201
415,1aox.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aox.a.pkl,1,homomer,201,201
416,1fyh.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fyh.b.pkl,1,homomer,201,201
417,1hcz.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hcz.a.pkl,1,homomer,250,250
418,1fi2.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fi2.a.pkl,1,homomer,201,201
419,1f2e.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f2e.a.pkl,1,homomer,201,201
420,1bnk.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bnk.a.pkl,1,homomer,200,200
421,1iab.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1iab.a.pkl,1,homomer,200,200
422,1gpw.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gpw.b.pkl,1,homomer,200,200
423,1i39.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i39.a.pkl,1,homomer,200,200
424,1dr9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dr9.a.pkl,1,homomer,200,200
425,1d02.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d02.b.pkl,1,homomer,200,200
426,1dto.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dto.a.pkl,1,homomer,200,200
427,1gen.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gen.a.pkl,1,homomer,200,200
428,1fw3.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fw3.a.pkl,1,homomer,250,250
429,1am4.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1am4.a.pkl,1,homomer,199,199
430,1fnt.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fnt.c.pkl,1,homomer,198,198
431,1boq.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1boq.a.pkl,1,homomer,198,198
432,1ds9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ds9.a.pkl,1,homomer,198,198
433,1ap6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ap6.a.pkl,1,homomer,198,198
434,1chd.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1chd.a.pkl,1,homomer,198,198
435,1ee6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ee6.a.pkl,1,homomer,197,197
436,1agy.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1agy.a.pkl,1,homomer,197,197
437,1cp9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cp9.a.pkl,1,homomer,197,197
438,1a21.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a21.b.pkl,1,homomer,197,197
439,1e3g.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e3g.a.pkl,1,homomer,250,250
440,1bcp.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bcp.b.pkl,1,homomer,197,197
441,1hf2.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hf2.a.pkl,1,homomer,196,196
442,1go4.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1go4.a.pkl,1,homomer,196,196
443,1bcc.e,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bcc.e.pkl,1,homomer,196,196
444,1ddb.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ddb.a.pkl,1,homomer,195,195
445,1et9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1et9.a.pkl,1,homomer,195,195
446,1f6f.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f6f.b.pkl,1,homomer,195,195
447,1dhk.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dhk.b.pkl,1,homomer,195,195
448,1el4.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1el4.a.pkl,1,homomer,194,194
449,1a21.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a21.a.pkl,1,homomer,194,194
450,1ie9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ie9.a.pkl,1,homomer,255,255
451,1cyy.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cyy.a.pkl,1,homomer,250,250
452,1e6b.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e6b.a.pkl,1,homomer,194,194
453,1aip.h,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aip.h.pkl,1,homomer,194,194
454,1dev.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dev.a.pkl,1,homomer,194,194
455,1dus.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dus.a.pkl,1,homomer,194,194
456,1aj6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aj6.a.pkl,1,homomer,194,194
457,1dl3.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dl3.b.pkl,1,homomer,194,194
458,1aw7.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aw7.a.pkl,1,homomer,194,194
459,1ais.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ais.b.pkl,1,homomer,193,193
460,1g3p.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g3p.a.pkl,1,homomer,192,192
461,1f16.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f16.a.pkl,1,homomer,192,192
462,1ftk.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ftk.a.pkl,1,homomer,249,249
463,1aoe.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aoe.a.pkl,1,homomer,192,192
464,1eje.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eje.a.pkl,1,homomer,192,192
465,1hh8.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hh8.a.pkl,1,homomer,192,192
466,1hjz.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hjz.a.pkl,1,homomer,192,192
467,1axi.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1axi.b.pkl,1,homomer,191,191
468,1h7z.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h7z.a.pkl,1,homomer,191,191
469,1bd2.d,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bd2.d.pkl,1,homomer,190,190
470,1f15.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f15.b.pkl,1,homomer,190,190
471,1fpw.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fpw.a.pkl,1,homomer,190,190
472,1cuk.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cuk.a.pkl,1,homomer,190,190
473,1ci3.m,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ci3.m.pkl,1,homomer,249,249
474,1azs.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1azs.a.pkl,1,homomer,190,190
475,1fio.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fio.a.pkl,1,homomer,190,190
476,1epf.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1epf.a.pkl,1,homomer,189,189
477,1bho.1,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bho.1.pkl,1,homomer,189,189
478,1i82.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i82.a.pkl,1,homomer,189,189
479,1auy.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1auy.b.pkl,1,homomer,189,189
480,1atz.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1atz.b.pkl,1,homomer,189,189
481,1eq6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eq6.a.pkl,1,homomer,189,189
482,1i9s.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i9s.a.pkl,1,homomer,189,189
483,1ac1.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ac1.a.pkl,1,homomer,188,188
484,1hnu.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hnu.a.pkl,1,homomer,248,248
485,1a0r.p,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a0r.p.pkl,1,homomer,188,188
486,1fjr.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fjr.a.pkl,1,homomer,188,188
487,1e5k.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e5k.a.pkl,1,homomer,188,188
488,1iar.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1iar.b.pkl,1,homomer,188,188
489,1i4d.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i4d.a.pkl,1,homomer,188,188
490,1gzh.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gzh.a.pkl,1,homomer,187,187
491,1hpg.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hpg.a.pkl,1,homomer,187,187
492,1a6a.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a6a.b.pkl,1,homomer,187,187
493,1fmd.1,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fmd.1.pkl,1,homomer,187,187
494,1d2o.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d2o.a.pkl,1,homomer,187,187
495,1e6v.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e6v.c.pkl,1,homomer,248,248
496,1h2i.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h2i.a.pkl,1,homomer,186,186
497,1i1q.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i1q.b.pkl,1,homomer,186,186
498,1boz.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1boz.a.pkl,1,homomer,186,186
499,1hru.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hru.a.pkl,1,homomer,186,186
500,1f38.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f38.a.pkl,1,homomer,186,186
501,1d7b.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d7b.a.pkl,1,homomer,186,186
502,1i8d.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1i8d.c.pkl,1,homomer,185,185
503,1e20.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e20.a.pkl,1,homomer,185,185
504,1iam.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1iam.a.pkl,1,homomer,185,185
505,1htl.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1htl.a.pkl,1,homomer,185,185
506,1b9m.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b9m.b.pkl,1,homomer,247,247
507,1feu.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1feu.a.pkl,1,homomer,185,185
508,1a44.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a44.a.pkl,1,homomer,185,185
509,153l.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/153l.a.pkl,1,homomer,185,185
510,1ex2.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ex2.a.pkl,1,homomer,185,185
511,1fft.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fft.c.pkl,1,homomer,185,185
512,1ad6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ad6.a.pkl,1,homomer,185,185
513,1cz4.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cz4.a.pkl,1,homomer,185,185
514,1gp1.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gp1.a.pkl,1,homomer,184,184
515,1b78.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b78.a.pkl,1,homomer,184,184
516,1dd5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dd5.a.pkl,1,homomer,184,184
517,1bui.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bui.a.pkl,1,homomer,247,247
518,1h6f.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h6f.a.pkl,1,homomer,184,184
519,1e57.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e57.b.pkl,1,homomer,183,183
520,1f6f.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f6f.a.pkl,1,homomer,183,183
521,1gdt.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gdt.b.pkl,1,homomer,183,183
522,1di6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1di6.a.pkl,1,homomer,183,183
523,1es0.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1es0.a.pkl,1,homomer,182,182
524,1htj.f,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1htj.f.pkl,1,homomer,182,182
525,1fne.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fne.a.pkl,1,homomer,182,182
526,1f7c.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f7c.a.pkl,1,homomer,182,182
527,1br9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1br9.a.pkl,1,homomer,182,182
528,1f5q.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f5q.b.pkl,1,homomer,247,247
529,1bjf.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bjf.a.pkl,1,homomer,181,181
530,1cau.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cau.a.pkl,1,homomer,181,181
531,1ais.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ais.a.pkl,1,homomer,181,181
532,1am2.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1am2.a.pkl,1,homomer,181,181
533,1bed.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bed.a.pkl,1,homomer,181,181
534,1gqp.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gqp.a.pkl,1,homomer,180,180
535,1ej0.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ej0.a.pkl,1,homomer,180,180
536,1a7m.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a7m.a.pkl,1,homomer,180,180
537,1f6b.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f6b.b.pkl,1,homomer,180,180
538,1a22.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a22.a.pkl,1,homomer,180,180
539,1bry.y,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bry.y.pkl,1,homomer,247,247
540,1c9k.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1c9k.b.pkl,1,homomer,180,180
541,1h91.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h91.a.pkl,1,homomer,180,180
542,1bpl.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bpl.a.pkl,1,homomer,179,179
543,1cdw.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cdw.a.pkl,1,homomer,179,179
544,1hnf.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hnf.a.pkl,1,homomer,179,179
545,1cdu.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cdu.a.pkl,1,homomer,178,178
546,1bnl.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bnl.a.pkl,1,homomer,178,178
547,1hqv.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1hqv.a.pkl,1,homomer,178,178
548,1fu1.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fu1.a.pkl,1,homomer,178,178
549,1a66.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a66.a.pkl,1,homomer,178,178
550,1aoa.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aoa.a.pkl,1,homomer,247,247
551,1g2q.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g2q.a.pkl,1,homomer,178,178
552,1fpz.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fpz.c.pkl,1,homomer,178,178
553,1cr5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cr5.a.pkl,1,homomer,178,178
554,1eb6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1eb6.a.pkl,1,homomer,177,177
555,1go3.e,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1go3.e.pkl,1,homomer,177,177
556,1bh5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bh5.a.pkl,1,homomer,177,177
557,1cid.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cid.a.pkl,1,homomer,177,177
558,1ab8.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ab8.a.pkl,1,homomer,177,177
559,1gff.2,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gff.2.pkl,1,homomer,177,177
560,1d4o.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d4o.a.pkl,1,homomer,177,177
561,1fmc.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fmc.a.pkl,1,homomer,255,255
562,1byg.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1byg.a.pkl,1,homomer,246,246
563,1f5m.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1f5m.a.pkl,1,homomer,176,176
564,1cr5.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cr5.b.pkl,1,homomer,176,176
565,1fje.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fje.b.pkl,1,homomer,175,175
566,1aoc.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aoc.a.pkl,1,homomer,175,175
567,1bvo.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bvo.a.pkl,1,homomer,175,175
568,1aqb.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aqb.a.pkl,1,homomer,175,175
569,1gwy.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gwy.a.pkl,1,homomer,175,175
570,1g5q.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g5q.a.pkl,1,homomer,174,174
571,1e94.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e94.a.pkl,1,homomer,174,174
572,1ak6.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ak6.a.pkl,1,homomer,174,174
573,1gj7.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gj7.b.pkl,1,homomer,246,246
574,1a9n.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a9n.c.pkl,1,homomer,174,174
575,1gka.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gka.b.pkl,1,homomer,174,174
576,1fcd.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1fcd.c.pkl,1,homomer,174,174
577,1c0w.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1c0w.a.pkl,1,homomer,173,173
578,1dk0.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dk0.a.pkl,1,homomer,173,173
579,1aj5.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aj5.a.pkl,1,homomer,173,173
580,1a45.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a45.a.pkl,1,homomer,173,173
581,1cv8.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cv8.a.pkl,1,homomer,173,173
582,1bpr.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bpr.a.pkl,1,homomer,173,173
583,1few.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1few.a.pkl,1,homomer,173,173
584,1bmt.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bmt.a.pkl,1,homomer,246,246
585,1dfv.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dfv.a.pkl,1,homomer,173,173
586,1dmg.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1dmg.a.pkl,1,homomer,172,172
587,1h1o.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h1o.a.pkl,1,homomer,172,172
588,1cpc.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cpc.b.pkl,1,homomer,172,172
589,1gu9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gu9.a.pkl,1,homomer,172,172
590,1b24.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b24.a.pkl,1,homomer,172,172
591,1bxw.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1bxw.a.pkl,1,homomer,172,172
592,1ccz.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ccz.a.pkl,1,homomer,171,171
593,1avw.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1avw.b.pkl,1,homomer,171,171
594,1914.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1914.a.pkl,1,homomer,171,171
595,1g2n.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g2n.a.pkl,1,homomer,246,246
596,1a79.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1a79.a.pkl,1,homomer,171,171
597,1ae9.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ae9.a.pkl,1,homomer,171,171
598,1c3g.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1c3g.a.pkl,1,homomer,170,170
599,1gmn.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1gmn.a.pkl,1,homomer,170,170
600,1ic8.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ic8.a.pkl,1,homomer,170,170
601,1aih.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1aih.a.pkl,1,homomer,170,170
602,1d2s.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1d2s.a.pkl,1,homomer,170,170
603,1e6c.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e6c.a.pkl,1,homomer,170,170
604,1ghe.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1ghe.a.pkl,1,homomer,170,170
605,1b9x.c,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1b9x.c.pkl,1,homomer,169,169
606,1efp.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1efp.b.pkl,1,homomer,246,246
607,1g9s.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g9s.a.pkl,1,homomer,169,169
608,1g5c.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1g5c.a.pkl,1,homomer,169,169
609,1h6q.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1h6q.a.pkl,1,homomer,168,168
610,1cz3.b,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1cz3.b.pkl,1,homomer,168,168
611,1e2y.a,/home/yu/HENU/westlake/Lit-ProteinDF/preprocess/pkl/jsonl/1e2y.a.pkl,1,homomer,167,167
